Event,Session,Competitor,CompetitorName,Sector1,Sector2,Sector3,Sector4,Speed,LapTime,LocalTime,Lap,Box,Cancelled,CurrentPosition,FinalPosition,SessionPosition,LapsRunningCount,CircuitName,CircuitLength,Constructor,CompetitorDOB,TeamName,Championship,WetWeather,TotalSmallSectors,SmallSector1,SmallSector2,SmallSector3,SmallSector4,SmallSector5,SmallSector6,SmallSector7,SmallSector8,SmallSector9,RaceRedFlagNotValid,TeamType,CompetitorType
1,FP1,9,Petrucci Danilo,21833,26132,17412,25078,314.8,130455,23022024 120443352,7,False,False,9,11,11,7,Phillip Island,4445,Ducati,24/10/1990,Barni Spark Racing Team,WorldSBK,False,8,3135,8552,10146,18485,7647,17412,5747,19331,-1,False,I,P
1,FP1,9,Petrucci Danilo,21906,26134,17418,25125,314.8,130583,23022024 120613935,8,False,False,10,11,11,8,Phillip Island,4445,Ducati,24/10/1990,Barni Spark Racing Team,WorldSBK,False,8,3132,8618,10156,18487,7647,17418,5771,19354,-1,False,I,P
1,FP1,11,Bulega Nicolo,41829,39261,27379,3253696,0.0,3442165,23022024 115524305,1,True,False,0,7,7,1,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,0,0,15707,27354,11907,27379,9465,3244231,-1,False,R,P
1,FP1,11,Bulega Nicolo,35723,28520,18473,26333,0.0,149049,23022024 115713354,2,True,False,0,7,7,2,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,0,0,11536,20176,8344,18473,6197,20136,-1,False,R,P
1,FP1,11,Bulega Nicolo,22055,26715,17691,25315,314.8,131776,23022024 115845130,3,False,False,2,7,7,3,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,3136,8507,10412,18831,7884,17691,5890,19425,-1,False,R,P
1,FP1,11,Bulega Nicolo,21773,26404,17364,25299,316.7,130840,23022024 120015970,4,False,False,3,7,7,4,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,3113,8405,10255,18667,7737,17364,5818,19481,-1,False,R,P
1,FP1,11,Bulega Nicolo,21771,26112,17443,25059,318.5,130385,23022024 120146355,5,False,False,3,7,7,5,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,3115,8446,10210,18440,7672,17443,5799,19260,-1,False,R,P
1,FP1,11,Bulega Nicolo,21474,26115,17521,25232,316.7,130342,23022024 120316697,6,False,False,8,7,7,6,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,3112,8266,10096,18432,7683,17521,5834,19398,-1,False,R,P
1,FP1,11,Bulega Nicolo,21466,26133,17309,25284,318.5,130192,23022024 120446889,7,False,False,8,7,7,7,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,3118,8246,10102,18465,7668,17309,5828,19456,-1,False,R,P
1,FP1,11,Bulega Nicolo,21548,26100,17328,24973,314.8,129949,23022024 120616838,8,False,False,7,7,7,8,Phillip Island,4445,Ducati,16/10/1999,Aruba.it Racing - Ducati,WorldSBK,False,8,3129,8256,10163,18471,7629,17328,5738,19235,-1,False,R,P
1,FP1,14,Lowes Sam,36978,27300,17923,25950,0.0,148151,23022024 115703086,1,True,False,0,3,3,1,Phillip Island,4445,Ducati,14/09/1990,ELF Marc VDS Racing Team,WorldSBK,False,8,0,0,11526,19334,7966,17923,6197,19753,-1,False,I,P
1,FP1,14,Lowes Sam,21851,26415,17589,25365,307.6,131220,23022024 115834306,2,False,False,1,3,3,2,Phillip Island,4445,Ducati,14/09/1990,ELF Marc VDS Racing Team,WorldSBK,False,8,3191,8485,10175,18762,7653,17589,5881,19484,-1,False,I,P
1,FP1,14,Lowes Sam,21704,26171,17294,25294,307.6,130463,23022024 120004769,3,False,False,1,3,3,3,Phillip Island,4445,Ducati,14/09/1990,ELF Marc VDS Racing Team,WorldSBK,False,8,3184,8426,10094,18584,7587,17294,5856,19438,-1,False,I,P
1,FP1,14,Lowes Sam,23575,26361,17459,25376,312.1,132771,23022024 120137540,4,False,False,3,3,3,4,Phillip Island,4445,Ducati,14/09/1990,ELF Marc VDS Racing Team,WorldSBK,False,8,3167,9728,10680,18725,7636,17459,5869,19507,-1,False,I,P
1,FP1,14,Lowes Sam,21491,25887,17246,25093,311.2,129717,23022024 120307257,5,False,False,2,3,3,5,Phillip Island,4445,Ducati,14/09/1990,ELF Marc VDS Racing Team,WorldSBK,False,8,3166,8250,10075,18350,7537,17246,5757,19336,-1,False,I,P
1,FP1,14,Lowes Sam,29964,29098,17880,25610,313.9,142552,23022024 120449809,6,False,False,2,3,3,6,Phillip Island,4445,Ducati,14/09/1990,ELF Marc VDS Racing Team,WorldSBK,False,8,3163,11484,15317,21280,7818,17880,6004,19606,-1,False,I,P
1,FP1,14,Lowes Sam,21499,26018,17478,25340,311.2,130335,23022024 120620144,7,False,False,3,3,3,7,Phillip Island,4445,Ducati,14/09/1990,ELF Marc VDS Racing Team,WorldSBK,False,8,3160,8276,10063,18424,7594,17478,5811,19529,-1,False,I,P
1,FP1,21,Rinaldi Michael,35548,29290,19997,3346966,0.0,3511801,23022024 115541682,1,True,False,0,6,6,1,Phillip Island,4445,Ducati,21/12/1995,Team Motocorsa Racing,WorldSBK,False,8,0,0,11359,20947,8343,19997,7389,3339577,-1,False,I,P
1,FP1,21,Rinaldi Michael,33933,27717,18181,26068,0.0,145899,23022024 115727581,2,True,False,0,6,6,2,Phillip Island,4445,Ducati,21/12/1995,Team Motocorsa Racing,WorldSBK,False,8,0,0,10604,19792,7925,18181,6207,19861,-1,False,I,P
1,FP1,21,Rinaldi Michael,21943,26346,17365,25253,309.4,130907,23022024 115858488,3,False,False,1,6,6,3,Phillip Island,4445,Ducati,21/12/1995,Team Motocorsa Racing,WorldSBK,False,8,3179,8514,10250,18705,7641,17365,5866,19387,-1,False,I,P
1,FP1,21,Rinaldi Michael,21611,26156,17400,25426,310.3,130593,23022024 120029081,4,False,False,4,6,6,4,Phillip Island,4445,Ducati,21/12/1995,Team Motocorsa Racing,WorldSBK,False,8,3158,8394,10059,18525,7631,17400,5840,19586,-1,False,I,P
1,FP1,21,Rinaldi Michael,21640,26053,17294,25175,312.1,130162,23022024 120159243,5,False,False,2,6,6,5,Phillip Island,4445,Ducati,21/12/1995,Team Motocorsa Racing,WorldSBK,False,8,3158,8403,10079,18443,7610,17294,5752,19423,-1,False,I,P
1,FP1,21,Rinaldi Michael,21519,25990,17302,25113,312.1,129924,23022024 120329167,6,False,False,5,6,6,6,Phillip Island,4445,Ducati,21/12/1995,Team Motocorsa Racing,WorldSBK,False,8,3153,8359,10007,18371,7619,17302,5730,19383,-1,False,I,P
1,FP1,21,Rinaldi Michael,22042,26752,17937,25521,312.1,132252,23022024 120501419,7,False,False,5,6,6,7,Phillip Island,4445,Ducati,21/12/1995,Team Motocorsa Racing,WorldSBK,False,8,3154,8655,10233,18887,7865,17937,5875,19646,-1,False,I,P
1,FP1,22,Lowes Alex,34261,33407,18271,25457,0.0,151396,23022024 120058463,1,True,False,0,2,2,1,Phillip Island,4445,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,8,0,0,10855,22833,10574,18271,5954,19503,-1,False,R,P
1,FP1,22,Lowes Alex,21521,25753,17187,24886,314.8,129347,23022024 120227810,2,False,False,1,2,2,2,Phillip Island,4445,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,8,3135,8412,9974,18280,7473,17187,5745,19141,-1,False,R,P
1,FP1,22,Lowes Alex,21422,25954,17181,25020,317.6,129577,23022024 120357387,3,False,False,1,2,2,3,Phillip Island,4445,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,8,3120,8335,9967,18430,7524,17181,5710,19310,-1,False,R,P
1,FP1,22,Lowes Alex,21324,25886,17221,24872,321.4,129303,23022024 120526690,4,False,False,1,2,2,4,Phillip Island,4445,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,8,3092,8268,9964,18348,7538,17221,5653,19219,-1,False,R,P
1,FP1,27,Norrodin Adam,38220,31571,23113,2028028,0.0,2200932,23022024 114207775,1,True,False,0,23,23,1,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,0,0,12781,22705,8866,23113,8351,2019677,-1,False,I,P
1,FP1,27,Norrodin Adam,42013,34837,23099,32175,0.0,212124,23022024 114419899,2,True,False,0,23,23,2,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,0,0,14000,24826,10011,23099,7724,24451,-1,False,I,P
1,FP1,27,Norrodin Adam,29721,33356,22165,32400,250.0,157642,23022024 114617541,3,False,False,1,23,23,3,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,3737,12221,13763,23729,9627,22165,7697,24703,-1,False,I,P
1,FP1,27,Norrodin Adam,27914,32558,21507,826844,240.0,948823,23022024 115606364,4,True,False,3,23,23,4,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,3952,11171,12791,23143,9415,21507,7211,819633,-1,False,I,P
1,FP1,27,Norrodin Adam,39798,30358,20267,28342,0.0,158765,23022024 115805129,5,True,False,6,23,23,5,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,0,0,13549,21555,8803,20267,6698,21644,-1,False,I,P
1,FP1,27,Norrodin Adam,24481,27931,18653,26875,289.5,137940,23022024 115943069,6,False,False,13,23,23,6,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,3340,9809,11332,19783,8148,18653,6367,20508,-1,False,I,P
1,FP1,27,Norrodin Adam,23405,27847,18570,26454,298.3,136276,23022024 120119345,7,False,False,18,23,23,7,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,3232,9369,10804,19694,8153,18570,6294,20160,-1,False,I,P
1,FP1,27,Norrodin Adam,23179,27610,18427,26425,300.0,135641,23022024 120254986,8,False,False,22,23,23,8,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,3235,9230,10714,19468,8142,18427,6323,20102,-1,False,I,P
1,FP1,27,Norrodin Adam,23238,27381,18299,26027,290.3,134945,23022024 120429931,9,False,False,23,23,23,9,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,3318,9196,10724,19460,7921,18299,6072,19955,-1,False,I,P
1,FP1,27,Norrodin Adam,22574,26915,18246,26127,298.3,133862,23022024 120603793,10,False,False,23,23,23,10,Phillip Island,4445,Honda,13/06/1998,PETRONAS MIE Racing Honda,WorldSBK,False,8,3239,8841,10494,19071,7844,18246,6077,20050,-1,False,I,P
1,FP1,28,Ray Bradley,35598,30536,21437,31703,0.0,159274,23022024 112212528,1,True,False,0,19,19,1,Phillip Island,4445,Yamaha,16/05/1997,Yamaha Motoxracing WorldSBK Team,WorldSBK,False,8,0,0,12088,21650,8886,21437,7489,24214,-1,False,I,P
1,FP1,28,Ray Bradley,26671,32836,22999,3339521,258.3,3502027,23022024 115714555,2,True,False,0,19,19,2,Phillip Island,4445,Yamaha,16/05/1997,Yamaha Motoxracing WorldSBK Team,WorldSBK,False,8,3428,10680,12563,23288,9548,22999,7800,3331721,-1,False,I,P
1,FP1,28,Ray Bradley,35132,28397,18663,26916,0.0,149108,23022024 115903663,3,True,False,0,19,19,3,Phillip Island,4445,Yamaha,16/05/1997,Yamaha Motoxracing WorldSBK Team,WorldSBK,False,8,0,0,11393,20142,8255,18663,6388,20528,-1,False,I,P
1,FP1,28,Ray Bradley,22577,27110,18063,25925,304.2,133675,23022024 120037338,4,False,False,13,19,19,4,Phillip Island,4445,Yamaha,16/05/1997,Yamaha Motoxracing WorldSBK Team,WorldSBK,False,8,3231,8826,10520,19191,7919,18063,6031,19894,-1,False,I,P
1,FP1,28,Ray Bradley,22197,26559,17652,25541,298.3,131949,23022024 120209287,5,False,False,13,19,19,5,Phillip Island,4445,Yamaha,16/05/1997,Yamaha Motoxracing WorldSBK Team,WorldSBK,False,8,3223,8665,10309,18879,7680,17652,5912,19629,-1,False,I,P
1,FP1,28,Ray Bradley,21918,26336,17607,25582,311.2,131443,23022024 120340730,6,False,False,16,19,19,6,Phillip Island,4445,Yamaha,16/05/1997,Yamaha Motoxracing WorldSBK Team,WorldSBK,False,8,3161,8593,10164,18705,7631,17607,5881,19701,-1,False,I,P
1,FP1,28,Ray Bradley,21878,27010,17914,25870,313.0,132672,23022024 120513402,7,False,False,18,19,19,7,Phillip Island,4445,Yamaha,16/05/1997,Yamaha Motoxracing WorldSBK Team,WorldSBK,False,8,3164,8555,10159,19180,7830,17914,6022,19848,-1,False,I,P
1,FP1,29,Iannone Andrea,38645,31887,24220,2904412,0.0,3039164,23022024 115044296,1,True,False,0,5,5,1,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,0,0,13327,22911,8976,24220,8237,2856175,-1,False,I,P
1,FP1,29,Iannone Andrea,37331,31925,22270,30944,0.0,202470,23022024 115246766,2,True,False,0,5,5,2,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,0,0,12698,22420,9505,22270,7556,23388,-1,False,I,P
1,FP1,29,Iannone Andrea,26082,30901,21270,29571,281.2,147824,23022024 115434590,3,False,False,2,5,5,3,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3331,10445,12306,21750,9151,21270,7232,22339,-1,False,I,P
1,FP1,29,Iannone Andrea,24082,28861,19891,27664,305.0,140498,23022024 115615088,4,False,False,2,5,5,4,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3207,9474,11401,20472,8389,19891,6624,21040,-1,False,I,P
1,FP1,29,Iannone Andrea,23143,29256,18434,26109,313.0,136942,23022024 115752030,5,False,False,3,5,5,5,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3180,9073,10890,21072,8184,18434,6221,19888,-1,False,I,P
1,FP1,29,Iannone Andrea,22488,27028,17888,25592,313.0,132996,23022024 115925026,6,False,False,9,5,5,6,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3150,8841,10497,19210,7818,17888,5967,19625,-1,False,I,P
1,FP1,29,Iannone Andrea,21990,26510,17382,25187,314.8,131069,23022024 120056095,7,False,False,7,5,5,7,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3159,8561,10270,18801,7709,17382,5801,19386,-1,False,I,P
1,FP1,29,Iannone Andrea,21584,26092,17272,25193,321.4,130141,23022024 120226236,8,False,False,2,5,5,8,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3096,8287,10201,18438,7654,17272,5896,19297,-1,False,I,P
1,FP1,29,Iannone Andrea,21555,26134,17381,25269,320.4,130339,23022024 120356575,9,False,False,7,5,5,9,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3085,8337,10133,18472,7662,17381,5821,19448,-1,False,I,P
1,FP1,29,Iannone Andrea,21534,26050,17271,25030,319.5,129885,23022024 120526460,10,False,False,5,5,5,10,Phillip Island,4445,Ducati,09/08/1989,Team GoEleven,WorldSBK,False,8,3111,8284,10139,18441,7609,17271,5739,19291,-1,False,I,P
1,FP1,31,Gerloff Garrett,41821,35718,25708,3330275,0.0,3513522,23022024 115619929,1,True,False,0,18,18,1,Phillip Island,4445,BMW,01/08/1995,Bonovo Action BMW,WorldSBK,False,8,0,0,14687,25486,10232,25708,8367,3321908,-1,False,R,P
1,FP1,31,Gerloff Garrett,33798,27652,18645,26216,0.0,146311,23022024 115806240,2,True,False,0,18,18,2,Phillip Island,4445,BMW,01/08/1995,Bonovo Action BMW,WorldSBK,False,8,0,0,10966,19734,7918,18645,6120,20096,-1,False,R,P
1,FP1,31,Gerloff Garrett,23023,26850,18018,25709,312.1,133600,23022024 115939840,3,False,False,11,18,18,3,Phillip Island,4445,BMW,01/08/1995,Bonovo Action BMW,WorldSBK,False,8,3147,9046,10830,19138,7712,18018,5936,19773,-1,False,R,P
1,FP1,31,Gerloff Garrett,22328,26854,17741,25488,311.2,132411,23022024 120112251,4,False,False,13,18,18,4,Phillip Island,4445,BMW,01/08/1995,Bonovo Action BMW,WorldSBK,False,8,3146,8879,10303,19174,7680,17741,5762,19726,-1,False,R,P
1,FP1,31,Gerloff Garrett,22000,26450,17789,25378,313.0,131617,23022024 120243868,5,False,False,15,18,18,5,Phillip Island,4445,BMW,01/08/1995,Bonovo Action BMW,WorldSBK,False,8,3135,8660,10205,18861,7589,17789,5703,19675,-1,False,R,P
1,FP1,31,Gerloff Garrett,22146,26589,17834,25450,313.9,132019,23022024 120415887,6,False,False,19,18,18,6,Phillip Island,4445,BMW,01/08/1995,Bonovo Action BMW,WorldSBK,False,8,3140,8649,10357,18948,7641,17834,5790,19660,-1,False,R,P
1,FP1,31,Gerloff Garrett,22038,26284,17581,25534,315.7,131437,23022024 120547324,7,False,False,18,18,18,7,Phillip Island,4445,BMW,01/08/1995,Bonovo Action BMW,WorldSBK,False,8,3133,8581,10324,18635,7649,17581,5832,19702,-1,False,R,P
1,FP1,45,Redding Scott,36043,29419,18576,26900,0.0,150938,23022024 115903812,1,True,False,0,15,15,1,Phillip Island,4445,BMW,04/01/1993,Bonovo Action BMW,WorldSBK,False,8,0,0,11560,21387,8032,18576,6522,20378,-1,False,R,P
1,FP1,45,Redding Scott,22795,27014,17951,25798,292.6,133558,23022024 120037370,2,False,False,12,15,15,2,Phillip Island,4445,BMW,04/01/1993,Bonovo Action BMW,WorldSBK,False,8,3242,9031,10522,19175,7839,17951,6079,19719,-1,False,R,P
1,FP1,45,Redding Scott,21851,26381,17576,25509,309.4,131317,23022024 120208687,3,False,False,12,15,15,3,Phillip Island,4445,BMW,04/01/1993,Bonovo Action BMW,WorldSBK,False,8,3152,8528,10171,18735,7646,17576,5857,19652,-1,False,R,P
1,FP1,45,Redding Scott,21797,26158,17520,25421,313.0,130896,23022024 120339583,4,False,False,13,15,15,4,Phillip Island,4445,BMW,04/01/1993,Bonovo Action BMW,WorldSBK,False,8,3145,8473,10179,18536,7622,17520,5749,19672,-1,False,R,P
1,FP1,45,Redding Scott,22048,27164,17705,25480,313.9,132397,23022024 120511980,5,False,False,14,15,15,5,Phillip Island,4445,BMW,04/01/1993,Bonovo Action BMW,WorldSBK,False,8,3125,8519,10404,19385,7779,17705,5812,19668,-1,False,R,P
1,FP1,47,Bassani Axel,33903,27710,18051,26162,0.0,145826,23022024 120208182,1,True,False,0,17,17,1,Phillip Island,4445,Kawasaki,24/07/1999,Kawasaki Racing Team WorldSBK,WorldSBK,False,8,0,0,10932,19732,7978,18051,6144,20018,-1,False,R,P
