Event,Session,Competitor,CompetitorName,Sector1,Sector2,Sector3,Sector4,Speed,LapTime,LocalTime,Lap,Box,Cancelled,CurrentPosition,FinalPosition,SessionPosition,LapsRunningCount,CircuitName,CircuitLength,Constructor,CompetitorDOB,TeamName,Championship,WetWeather,RaceRedFlagNotValid,TeamType,CompetitorType
1,FP1,1,Rea Jonathan,31998,31336,21775,26356,305.9,151465,21052021 103356415,1,False,False,1,6,6,1,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31668,31173,21598,26395,305.0,150834,21052021 103547249,2,False,False,1,6,6,2,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,33219,31770,21932,32056,300.0,158977,21052021 103746226,3,True,False,2,6,6,3,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,446802,32822,22397,26755,305.9,608776,21052021 104355002,4,True,False,2,6,6,4,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31883,31268,21436,26348,305.9,150935,21052021 104545937,5,False,False,2,6,6,5,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31744,31227,21577,26472,305.9,151020,21052021 104736957,6,False,False,2,6,6,6,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31743,31351,21482,26413,308.5,150989,21052021 104927946,7,False,False,2,6,6,7,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31833,31314,21598,26366,313.9,151111,21052021 105119057,8,False,False,2,6,6,8,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31892,31289,21648,32190,305.0,157019,21052021 105316076,9,True,False,2,6,6,9,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,1256962,31776,21908,26895,302.5,1417541,21052021 110733617,10,True,False,2,6,6,10,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31907,31444,21520,26877,305.9,151748,21052021 110925365,11,False,False,2,6,6,11,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31849,31559,21597,26664,305.0,151669,21052021 111117034,12,False,False,3,6,6,12,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,31881,31518,21735,26813,305.9,151947,21052021 111308981,13,False,False,5,6,6,13,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,1,Rea Jonathan,32016,31494,21654,26667,305.0,151831,21052021 111500812,14,False,False,6,6,6,14,Aragón,5077,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,33237,31977,21907,26948,301.6,154069,21052021 103407704,1,False,False,6,14,14,1,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32417,31663,21726,26825,299.1,152631,21052021 103600335,2,False,False,8,14,14,2,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32132,31838,21559,27243,300.0,152772,21052021 103753107,3,False,False,10,14,14,3,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32875,32076,21771,27536,295.8,154258,21052021 103947365,4,False,False,12,14,14,4,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32358,31714,21648,26964,300.8,152684,21052021 104140049,5,False,False,14,14,14,5,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,36292,37355,23196,35256,288.0,212099,21052021 104352148,6,True,False,16,14,14,6,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,457016,32629,22217,27046,299.1,618908,21052021 105011056,7,True,False,16,14,14,7,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32638,32148,21814,26770,301.6,153370,21052021 105204426,8,False,False,16,14,14,8,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32234,32157,22227,26944,300.0,153562,21052021 105357988,9,False,False,16,14,14,9,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32371,31929,21969,26941,300.0,153210,21052021 105551198,10,False,False,17,14,14,10,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32558,32172,22022,27011,300.0,153763,21052021 105744961,11,False,False,17,14,14,11,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,34050,37684,23796,34662,291.1,210192,21052021 105955153,12,True,False,17,14,14,12,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,538430,32903,22223,26860,297.5,700416,21052021 110655569,13,True,False,17,14,14,13,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32420,31322,21591,26678,300.8,152011,21052021 110847580,14,False,False,16,14,14,14,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,31901,31437,21337,26701,302.5,151376,21052021 111038956,15,False,False,12,14,14,15,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,34118,32239,21871,26880,298.3,155108,21052021 111234064,16,False,False,13,14,14,16,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32300,31705,21767,26899,300.8,152671,21052021 111426735,17,False,False,14,14,14,17,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,3,Nozane Kohta,32318,31751,21890,27014,300.0,152973,21052021 111619708,18,False,False,14,14,14,18,Aragón,5077,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,7,Davies Chaz,525189,33656,22611,27266,307.6,648722,21052021 103950557,1,True,False,0,2,2,1,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31960,31224,21551,26559,310.3,151294,21052021 104141851,2,False,False,8,2,2,2,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31716,31363,21635,26477,308.5,151191,21052021 104333042,3,False,False,8,2,2,3,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31711,31312,21531,26603,307.6,151157,21052021 104524199,4,False,False,8,2,2,4,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,32368,32862,22326,26676,307.6,154232,21052021 104718431,5,False,True,8,2,2,5,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31912,31353,21518,26475,310.3,151258,21052021 104909689,6,False,False,8,2,2,6,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31823,31414,21643,32314,309.4,157194,21052021 105106883,7,True,False,8,2,2,7,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,800397,32465,22395,30276,255.9,925533,21052021 110032416,8,True,False,8,2,2,8,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,32139,32137,23058,28869,266.6,156203,21052021 110228619,9,False,False,8,2,2,9,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31988,31578,21596,26439,307.6,151601,21052021 110420220,10,False,False,8,2,2,10,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31915,31373,21616,31910,308.5,156814,21052021 110617034,11,True,False,8,2,2,11,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,357366,33723,22537,30469,289.5,524095,21052021 111141129,12,True,True,9,2,2,12,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,31493,31074,21482,26211,312.1,150260,21052021 111331389,13,False,False,2,2,2,13,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,7,Davies Chaz,34423,35818,23924,28837,291.8,203002,21052021 111534391,14,False,False,2,2,2,14,Aragón,5077,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
1,FP1,19,Bautista Alvaro,32357,31432,21567,26567,312.1,151923,21052021 103418822,1,False,False,3,10,10,1,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31784,31357,21727,26252,315.7,151120,21052021 103609942,2,False,False,5,10,10,2,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31834,31497,21518,26924,311.2,151773,21052021 103801715,3,False,False,6,10,10,3,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,32029,31563,21494,26545,303.3,151631,21052021 103953346,4,False,False,7,10,10,4,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31729,31305,21567,26448,312.1,151049,21052021 104144395,5,False,False,7,10,10,5,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,33530,32389,21891,34491,276.9,202301,21052021 104346696,6,True,False,7,10,10,6,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,1036271,34346,21811,26761,309.4,1159189,21052021 105545885,7,True,False,7,10,10,7,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31921,31405,21352,26575,312.1,151253,21052021 105737138,8,False,False,7,10,10,8,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31768,31573,21700,26449,311.2,151490,21052021 105928628,9,False,False,7,10,10,9,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31843,31632,21501,26454,311.2,151430,21052021 110120058,10,False,False,7,10,10,10,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31912,31864,22321,33924,312.1,200021,21052021 110320079,11,True,False,7,10,10,11,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,554238,31980,21896,26878,312.1,714992,21052021 111035071,12,True,False,8,10,10,12,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,32007,31603,21648,26425,313.9,151683,21052021 111226754,13,False,False,8,10,10,13,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,32015,31532,21659,26495,318.5,151701,21052021 111418455,14,False,False,10,10,10,14,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,19,Bautista Alvaro,31898,31562,21632,26503,313.9,151595,21052021 111610050,15,False,False,10,10,10,15,Aragón,5077,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,336161,32158,22120,27036,303.3,457475,21052021 103703056,1,True,False,0,5,5,1,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,32182,31642,21876,26694,305.9,152394,21052021 103855450,2,False,True,0,5,5,2,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31938,31312,21536,26650,304.2,151436,21052021 104046886,3,False,False,8,5,5,3,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31723,31268,21686,26509,305.9,151186,21052021 104238072,4,False,True,9,5,5,4,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31745,31927,23181,33710,300.8,200563,21052021 104438635,5,True,False,9,5,5,5,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,629807,32049,21941,26823,302.5,750620,21052021 105229255,6,True,False,10,5,5,6,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31978,31541,21579,26564,304.2,151662,21052021 105420917,7,False,False,10,5,5,7,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31902,31432,21637,26614,305.0,151585,21052021 105612502,8,False,False,10,5,5,8,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31920,31295,21698,26658,305.0,151571,21052021 105804073,9,False,False,10,5,5,9,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,35166,33544,23164,33711,301.6,205585,21052021 110009658,10,True,False,10,5,5,10,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,726799,32110,26905,28429,299.1,854243,21052021 110903901,11,True,False,11,5,5,11,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31709,31100,21574,26433,305.9,150816,21052021 111054717,12,False,True,14,5,5,12,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31568,31184,21441,26548,304.2,150741,21052021 111245458,13,False,False,3,5,5,13,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31623,31211,21449,26458,305.9,150741,21052021 111436199,14,False,False,5,5,5,14,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,21,Rinaldi Michael,31785,33733,23013,27171,302.5,155702,21052021 111631901,15,False,False,5,5,5,15,Aragón,5077,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31836,31201,21503,26455,305.0,150995,21052021 103423605,1,False,False,1,4,4,1,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31543,31205,21427,26502,305.0,150677,21052021 103614282,2,False,False,1,4,4,2,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,39057,32833,22696,26843,305.0,201429,21052021 103815711,3,False,False,1,4,4,3,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31675,31252,21564,26506,305.9,150997,21052021 104006708,4,False,False,1,4,4,4,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31454,31177,21427,26440,305.9,150498,21052021 104157206,5,False,False,1,4,4,5,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,33884,32388,21995,34938,300.0,203205,21052021 104400411,6,True,False,1,4,4,6,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,621555,32277,21992,26942,301.6,742766,21052021 105143177,7,True,False,1,4,4,7,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31955,31385,21554,26596,304.2,151490,21052021 105334667,8,False,False,1,4,4,8,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31752,31471,21776,26649,304.2,151648,21052021 105526315,9,False,False,1,4,4,9,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31766,31473,21664,26565,305.0,151468,21052021 105717783,10,False,False,1,4,4,10,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,32008,35497,23657,34775,302.5,205937,21052021 105923720,11,True,False,1,4,4,11,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,704626,32944,22434,26971,304.2,826975,21052021 110750695,12,True,False,1,4,4,12,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31940,31410,21443,26522,305.9,151315,21052021 110942010,13,False,False,1,4,4,13,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31809,31402,21547,26567,304.2,151325,21052021 111133335,14,False,False,1,4,4,14,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31864,31408,21542,26657,305.0,151471,21052021 111324806,15,False,False,2,4,4,15,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,22,Lowes Alex,31769,32566,21816,26697,305.0,152848,21052021 111517654,16,False,False,3,4,4,16,Aragón,5077,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
1,FP1,23,Ponsson Christophe,34706,33735,22748,27404,295.8,158593,21052021 103455295,1,False,False,14,18,18,1,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32920,32179,23367,27206,297.5,155672,21052021 103650967,2,False,False,15,18,18,2,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32772,31995,22103,26953,298.3,153823,21052021 103844790,3,False,False,15,18,18,3,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32708,31878,22039,27195,296.7,153820,21052021 104038610,4,False,False,16,18,18,4,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,35385,32959,21940,27830,275.5,158114,21052021 104236724,5,False,False,18,18,18,5,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32499,31820,21956,27048,297.5,153323,21052021 104430047,6,False,False,19,18,18,6,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,33842,32912,22383,33492,295.8,202629,21052021 104632676,7,True,False,19,18,18,7,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,831878,33829,23579,29031,278.3,958317,21052021 105630993,8,True,True,20,18,18,8,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32875,32207,21993,27015,296.7,154090,21052021 105825083,9,False,False,20,18,18,9,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,36172,34545,24045,30434,220.4,205196,21052021 110030279,10,False,False,20,18,18,10,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32835,32161,21857,26933,298.3,153786,21052021 110224065,11,False,False,20,18,18,11,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32370,31982,21873,26966,299.1,153191,21052021 110417256,12,False,False,19,18,18,12,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,33515,33730,22069,32571,296.7,201885,21052021 110619141,13,True,False,19,18,18,13,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,335619,33417,22773,26721,300.0,458530,21052021 111117671,14,True,False,19,18,18,14,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32248,31527,21765,26639,301.6,152179,21052021 111309850,15,False,False,18,18,18,15,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,23,Ponsson Christophe,32103,31592,21632,26625,303.3,151952,21052021 111501802,16,False,False,18,18,18,16,Aragón,5077,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
1,FP1,31,Gerloff Garrett,32309,31420,21483,26684,305.0,151896,21052021 103359046,1,False,False,2,3,3,1,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31821,31112,21364,26691,304.2,150988,21052021 103550034,2,False,False,2,3,3,2,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31897,31272,21424,26608,310.3,151201,21052021 103741235,3,False,True,5,3,3,3,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31851,31412,21395,26674,304.2,151332,21052021 103932567,4,False,False,5,3,3,4,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,32015,31349,21353,34151,301.6,158868,21052021 104131435,5,True,False,6,3,3,5,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,853960,31648,21684,26599,302.5,1013891,21052021 105145326,6,True,False,6,3,3,6,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31988,31395,21468,26684,305.0,151535,21052021 105336861,7,False,False,6,3,3,7,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31775,31374,21551,26494,304.2,151194,21052021 105528055,8,False,False,6,3,3,8,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31896,31421,21563,26719,305.0,151599,21052021 105719654,9,False,True,6,3,3,9,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31913,31598,21614,32773,301.6,157898,21052021 105917552,10,True,False,6,3,3,10,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,801422,33012,21771,26692,303.3,922897,21052021 110840449,11,True,True,6,3,3,11,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31728,31126,21178,26495,304.2,150527,21052021 111030976,12,False,False,2,3,3,12,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31557,31129,21385,26572,302.5,150643,21052021 111221619,13,False,True,2,3,3,13,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31636,31081,21336,26450,302.5,150503,21052021 111412122,14,False,False,4,3,3,14,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,31,Gerloff Garrett,31585,31194,21207,26456,305.9,150442,21052021 111602564,15,False,False,3,3,3,15,Aragón,5077,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
1,FP1,32,Vinales Isaac,32853,32113,22457,26956,298.3,154379,21052021 103400768,1,False,False,4,19,19,1,Aragón,5077,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
1,FP1,32,Vinales Isaac,32671,31581,21879,26746,301.6,152877,21052021 103553645,2,False,False,8,19,19,2,Aragón,5077,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
1,FP1,32,Vinales Isaac,32148,31439,22383,26956,297.5,152926,21052021 103746571,3,False,False,11,19,19,3,Aragón,5077,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
1,FP1,32,Vinales Isaac,32196,31847,21938,27008,298.3,152989,21052021 103939560,4,False,False,13,19,19,4,Aragón,5077,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
