Event,Session,Competitor,CompetitorName,Sector1,Sector2,Sector3,Sector4,Speed,LapTime,LocalTime,Lap,Box,Cancelled,CurrentPosition,FinalPosition,SessionPosition,LapsRunningCount,CircuitName,CircuitLength,Constructor,CompetitorDOB,TeamName,Championship,WetWeather,RaceRedFlagNotValid,TeamType,CompetitorType
6,RC1,84,Cresson Loris,23279,23871,25146,23558,278.3,135854,07082021 141308984,8,False,False,15,17,17,578,Most,4212,Kawasaki,14/08/1998,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,P
6,RC1,84,Cresson Loris,23324,23901,25078,23438,280.5,135741,07082021 141444725,9,False,False,15,17,17,579,Most,4212,Kawasaki,14/08/1998,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,P
6,RC1,84,Cresson Loris,23688,23857,25241,23544,281.2,136330,07082021 141621055,10,False,False,14,17,17,580,Most,4212,Kawasaki,14/08/1998,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,P
6,RC1,91,Haslam Leon,29008,23758,24297,22971,0.0,140034,07082021 140155139,1,False,False,9,8,8,545,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23077,23370,24488,23094,281.9,134029,07082021 140329168,2,False,False,9,8,8,546,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23062,23414,24582,22873,290.3,133931,07082021 140503099,3,False,False,9,8,8,547,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22915,23346,24554,22880,288.7,133695,07082021 140636794,4,False,False,9,8,8,548,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23027,23427,24576,22865,278.3,133895,07082021 140810689,5,False,False,8,8,8,549,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22865,23385,24541,22825,290.3,133616,07082021 140944305,6,False,False,8,8,8,550,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23002,23425,24576,22956,291.1,133959,07082021 141118264,7,False,False,8,8,8,551,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22887,23582,24677,22959,289.5,134105,07082021 141252369,8,False,False,8,8,8,552,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22966,23533,24702,23006,289.5,134207,07082021 141426576,9,False,False,8,8,8,553,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22941,23406,25128,23100,290.3,134575,07082021 141601151,10,False,False,8,8,8,554,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23035,23573,24883,23004,288.0,134495,07082021 141735646,11,False,False,7,8,8,555,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23026,23590,25084,23115,288.7,134815,07082021 141910461,12,False,False,8,8,8,556,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23352,23424,24603,22994,288.7,134373,07082021 142044834,13,False,False,8,8,8,557,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23209,23742,24950,23113,284.9,135014,07082021 142219848,14,False,False,7,8,8,558,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23108,23387,24612,22989,283.4,134096,07082021 142353944,15,False,False,8,8,8,559,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22987,23352,24686,22961,288.7,133986,07082021 142527930,16,False,False,8,8,8,560,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22977,23357,24686,23161,288.0,134181,07082021 142702111,17,False,False,8,8,8,561,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23016,23343,24726,22977,287.2,134062,07082021 142836173,18,False,False,8,8,8,562,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22913,23523,24744,22950,287.2,134130,07082021 143010303,19,False,False,8,8,8,563,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22862,23445,24726,22954,286.4,133987,07082021 143144290,20,False,False,8,8,8,564,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,22903,23647,24974,23111,287.2,134635,07082021 143318925,21,False,False,8,8,8,565,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,91,Haslam Leon,23224,23794,25107,23153,286.4,135278,07082021 143454203,22,False,False,8,8,8,566,Most,4212,Honda,31/05/1983,Team HRC,WorldSBK,False,False,R,P
6,RC1,94,Folger Jonas,30800,24514,25751,23430,0.0,144495,07082021 140159600,1,False,False,21,19,19,507,Most,4212,BMW,13/08/1993,Bonovo MGM Racing,WorldSBK,False,False,I,P
6,RC1,94,Folger Jonas,24765,23825,25143,23280,288.7,137013,07082021 140336613,2,False,False,20,19,19,508,Most,4212,BMW,13/08/1993,Bonovo MGM Racing,WorldSBK,False,False,I,P
6,RC1,94,Folger Jonas,23338,23555,25178,23165,287.2,135236,07082021 140511849,3,False,False,19,19,19,509,Most,4212,BMW,13/08/1993,Bonovo MGM Racing,WorldSBK,False,False,I,P
6,RC1,94,Folger Jonas,23367,23631,24997,23284,285.7,135279,07082021 140647128,4,False,False,18,19,19,510,Most,4212,BMW,13/08/1993,Bonovo MGM Racing,WorldSBK,False,False,I,P
6,RC1,94,Folger Jonas,23554,23753,25166,23189,284.9,135662,07082021 140822790,5,False,False,16,19,19,511,Most,4212,BMW,13/08/1993,Bonovo MGM Racing,WorldSBK,False,False,I,P
6,RC1,94,Folger Jonas,23520,23877,25118,23238,284.9,135753,07082021 140958543,6,False,False,16,19,19,512,Most,4212,BMW,13/08/1993,Bonovo MGM Racing,WorldSBK,False,False,I,P
6,RC1,98,Hanika Karel,30353,24219,24820,23227,0.0,142619,07082021 140157724,1,False,False,17,21,21,45,Most,4212,Yamaha,04/04/1996,IXS-YART Yamaha,WorldSBK,False,False,I,WC
6,RC1,98,Hanika Karel,23285,23516,24801,23411,284.2,135013,07082021 140332737,2,False,False,16,21,21,46,Most,4212,Yamaha,04/04/1996,IXS-YART Yamaha,WorldSBK,False,False,I,WC
6,RC1,98,Hanika Karel,22987,23371,24270,23087,285.7,133715,07082021 140506452,3,False,False,15,21,21,47,Most,4212,Yamaha,04/04/1996,IXS-YART Yamaha,WorldSBK,False,False,I,WC
6,WUP,1,Rea Jonathan,23209,23425,24991,22953,280.5,134578,08082021 90316144,1,False,False,1,1,1,627,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,1,Rea Jonathan,23251,23209,24568,22896,282.7,133924,08082021 90450068,2,False,False,1,1,1,628,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,1,Rea Jonathan,22821,23253,24423,22932,283.4,133429,08082021 90623497,3,False,False,2,1,1,629,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,1,Rea Jonathan,22939,23137,24693,22885,282.7,133654,08082021 90757151,4,False,False,4,1,1,630,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,1,Rea Jonathan,23773,25069,25233,37201,281.2,151276,08082021 90948427,5,True,False,7,1,1,631,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,1,Rea Jonathan,114309,23481,25159,28252,0.0,231201,08082021 91219628,6,True,False,7,1,1,632,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,1,Rea Jonathan,22735,22915,24231,22685,281.9,132566,08082021 91352194,7,False,False,1,1,1,633,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,1,Rea Jonathan,22709,22993,24358,22771,284.9,132831,08082021 91525025,8,False,False,1,1,1,634,Most,4212,Kawasaki,02/02/1987,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23541,23631,25275,23511,280.5,135958,08082021 90330691,1,False,False,4,18,18,500,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23431,24281,25589,23314,281.2,136615,08082021 90507306,2,False,False,9,18,18,501,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23330,23669,24977,23245,283.4,135221,08082021 90642527,3,False,False,13,18,18,502,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23276,23482,24939,23294,283.4,134991,08082021 90817518,4,False,False,14,18,18,503,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23260,23501,25052,23391,286.4,135204,08082021 90952722,5,False,False,16,18,18,504,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,28014,27121,26021,23611,287.2,144767,08082021 91137489,6,False,True,16,18,18,505,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23364,23714,25006,23228,279.7,135312,08082021 91312801,7,False,False,17,18,18,506,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23307,23891,24986,23473,281.2,135657,08082021 91448458,8,False,False,17,18,18,507,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,3,Nozane Kohta,23441,23598,25085,23563,279.7,135687,08082021 91624145,9,False,False,17,18,18,508,Most,4212,Yamaha,29/10/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,7,Davies Chaz,24042,23966,25045,23881,279.0,136934,08082021 90401560,1,False,False,10,13,13,545,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,7,Davies Chaz,23315,23771,24851,23698,283.4,135635,08082021 90537195,2,False,False,11,13,13,546,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,7,Davies Chaz,23420,23371,26441,23496,277.6,136728,08082021 90713923,3,False,False,17,13,13,547,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,7,Davies Chaz,22835,23423,24739,23096,286.4,134093,08082021 90848016,4,False,False,12,13,13,548,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,7,Davies Chaz,22722,23173,24982,23159,285.7,134036,08082021 91022052,5,False,False,14,13,13,549,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,7,Davies Chaz,22727,23360,24656,23145,287.2,133888,08082021 91155940,6,False,False,13,13,13,550,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,7,Davies Chaz,27124,25002,25319,23532,284.9,140977,08082021 91336917,7,False,True,13,13,13,551,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,7,Davies Chaz,22832,23262,24869,23237,284.9,134200,08082021 91511117,8,False,False,13,13,13,552,Most,4212,Ducati,10/02/1987,Team GoEleven,WorldSBK,False,False,I,P
6,WUP,14,Uribe Jayson,24198,24789,25900,23918,272.0,138805,08082021 90338435,1,False,False,10,23,23,44,Most,4212,Kawasaki,27/03/1999,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,S
6,WUP,14,Uribe Jayson,24207,24347,26211,23941,273.4,138706,08082021 90517141,2,False,False,16,23,23,45,Most,4212,Kawasaki,27/03/1999,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,S
6,WUP,14,Uribe Jayson,24047,24131,25583,23551,274.8,137312,08082021 90654453,3,False,False,21,23,23,46,Most,4212,Kawasaki,27/03/1999,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,S
6,WUP,14,Uribe Jayson,23429,24007,25802,39159,274.8,152397,08082021 90846850,4,True,False,23,23,23,47,Most,4212,Kawasaki,27/03/1999,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,S
6,WUP,14,Uribe Jayson,401188,25309,26098,23802,0.0,516397,08082021 91403247,5,True,False,23,23,23,48,Most,4212,Kawasaki,27/03/1999,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,S
6,WUP,14,Uribe Jayson,23601,23997,25548,23675,270.0,136821,08082021 91540068,6,False,False,23,23,23,49,Most,4212,Kawasaki,27/03/1999,OUTDO TPR Team Pedercini Racing,WorldSBK,False,False,I,S
6,WUP,17,Fritz Marvin,25115,24316,26279,23292,267.3,139002,08082021 90403065,1,False,False,14,6,6,70,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,17,Fritz Marvin,23180,23223,24478,23161,276.9,134042,08082021 90537107,2,False,False,4,6,6,71,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,17,Fritz Marvin,23139,23202,24590,23217,275.5,134148,08082021 90711255,3,False,False,9,6,6,72,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,17,Fritz Marvin,23030,23000,24358,22992,274.8,133380,08082021 90844635,4,False,False,5,6,6,73,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,17,Fritz Marvin,22889,23015,24288,23077,276.9,133269,08082021 91017904,5,False,False,5,6,6,74,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,17,Fritz Marvin,23113,23260,24606,23082,274.8,134061,08082021 91151965,6,False,False,5,6,6,75,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,17,Fritz Marvin,23051,23305,24452,23124,274.1,133932,08082021 91325897,7,False,False,5,6,6,76,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,17,Fritz Marvin,24576,26424,25158,23592,273.4,139750,08082021 91505647,8,False,False,6,6,6,77,Most,4212,Yamaha,20/04/1993,IXS-YART Yamaha,WorldSBK,False,False,I,OE
6,WUP,19,Bautista Alvaro,23660,23858,25138,22990,287.2,135646,08082021 90331880,1,False,False,4,14,14,598,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,23189,23687,25331,23262,291.8,135469,08082021 90507349,2,False,False,8,14,14,599,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,23056,23405,24539,23013,291.8,134013,08082021 90641362,3,False,False,6,14,14,600,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,23111,23685,25032,23151,295.8,134979,08082021 90816341,4,False,False,8,14,14,601,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,23289,23636,24916,23282,291.1,135123,08082021 90951464,5,False,False,13,14,14,602,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,23079,23535,24695,23195,288.7,134504,08082021 91125968,6,False,False,13,14,14,603,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,22899,23666,24798,23142,287.2,134505,08082021 91300473,7,False,False,14,14,14,604,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,32611,25352,25131,23582,287.2,146676,08082021 91447149,8,False,True,14,14,14,605,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,19,Bautista Alvaro,23123,23721,25044,23415,289.5,135303,08082021 91622452,9,False,False,14,14,14,606,Most,4212,Honda,21/11/1984,Team HRC,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,23470,23610,24897,23107,286.4,135084,08082021 90405022,1,False,False,6,7,7,591,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,22920,23286,24601,22942,289.5,133749,08082021 90538771,2,False,False,2,7,7,592,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,22925,23096,24551,22985,291.1,133557,08082021 90712328,3,False,False,4,7,7,593,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,22923,23142,24431,22911,288.7,133407,08082021 90845735,4,False,False,6,7,7,594,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,22830,23099,24352,23000,289.5,133281,08082021 91019016,5,False,False,6,7,7,595,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,22721,23204,24489,23010,289.5,133424,08082021 91152440,6,False,False,6,7,7,596,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,29586,27385,26431,23746,288.0,147148,08082021 91339588,7,False,True,6,7,7,597,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,21,Rinaldi Michael,22855,23235,24514,22982,288.0,133586,08082021 91513174,8,False,False,7,7,7,598,Most,4212,Ducati,21/12/1995,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,23244,23598,24426,23227,283.4,134495,08082021 90327259,1,False,False,2,8,8,634,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,22939,24303,34651,28211,284.2,150104,08082021 90517363,2,False,False,5,8,8,635,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,23561,23167,24560,23174,286.4,134462,08082021 90651825,3,False,False,12,8,8,636,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,22974,23162,24426,23003,288.0,133565,08082021 90825390,4,False,False,7,8,8,637,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,23300,23328,24516,22955,282.7,134099,08082021 90959489,5,False,False,9,8,8,638,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,22951,23086,24431,23162,287.2,133630,08082021 91133119,6,False,False,9,8,8,639,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,35232,23908,24853,23087,287.2,147080,08082021 91320199,7,False,True,9,8,8,640,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,23127,23164,24284,23023,281.9,133598,08082021 91453797,8,False,False,9,8,8,641,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,22,Lowes Alex,22859,23120,24429,22955,290.3,133363,08082021 91627160,9,False,False,8,8,8,642,Most,4212,Kawasaki,14/09/1990,Kawasaki Racing Team WorldSBK,WorldSBK,False,False,R,P
6,WUP,23,Ponsson Christophe,24205,24341,25592,23721,272.7,137859,08082021 90327215,1,False,False,5,20,20,497,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23905,24221,25474,23551,272.7,137151,08082021 90504366,2,False,False,13,20,20,498,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23593,23952,25607,23463,276.2,136615,08082021 90640981,3,False,False,17,20,20,499,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23336,23664,25040,23313,277.6,135353,08082021 90816334,4,False,False,18,20,20,500,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23522,23679,25064,23454,274.8,135719,08082021 90952053,5,False,False,19,20,20,501,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23564,27316,31069,23678,278.3,145627,08082021 91137680,6,False,False,20,20,20,502,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23460,23704,25015,23237,280.5,135416,08082021 91313096,7,False,False,20,20,20,503,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23241,23909,24945,23500,279.0,135595,08082021 91448691,8,False,False,20,20,20,504,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,23,Ponsson Christophe,23420,23694,24971,23425,279.0,135510,08082021 91624201,9,False,False,20,20,20,505,Most,4212,Yamaha,23/12/1995,Gil Motor Sport-Yamaha,WorldSBK,False,False,I,P
6,WUP,31,Gerloff Garrett,23884,23424,25021,23076,274.1,135405,08082021 90437045,1,False,False,7,4,4,600,Most,4212,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,31,Gerloff Garrett,22860,23355,24439,23102,281.9,133756,08082021 90610801,2,False,False,3,4,4,601,Most,4212,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,31,Gerloff Garrett,22782,23084,24361,23080,281.9,133307,08082021 90744108,3,False,False,3,4,4,602,Most,4212,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,31,Gerloff Garrett,22613,22973,24312,22898,280.5,132796,08082021 90916904,4,False,False,3,4,4,603,Most,4212,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,31,Gerloff Garrett,22685,22973,25066,37805,282.7,148529,08082021 91105433,5,True,False,3,4,4,604,Most,4212,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,31,Gerloff Garrett,155477,23907,25369,23132,0.0,307885,08082021 91413318,6,True,False,4,4,4,605,Most,4212,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,31,Gerloff Garrett,22728,22917,24368,23067,281.9,133080,08082021 91546398,7,False,False,4,4,4,606,Most,4212,Yamaha,01/08/1995,GRT Yamaha WorldSBK Team,WorldSBK,False,False,R,P
6,WUP,32,Vinales Isaac,24079,24064,25055,23609,274.8,136807,08082021 90327244,1,False,False,4,21,21,614,Most,4212,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
6,WUP,32,Vinales Isaac,23710,23947,24912,24049,273.4,136618,08082021 90503862,2,False,False,11,21,21,615,Most,4212,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
6,WUP,32,Vinales Isaac,23688,23915,24773,23841,276.2,136217,08082021 90640079,3,False,False,16,21,21,616,Most,4212,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
6,WUP,32,Vinales Isaac,23793,23569,24970,23628,276.2,135960,08082021 90816039,4,False,False,19,21,21,617,Most,4212,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
6,WUP,32,Vinales Isaac,23442,23674,24956,23612,279.0,135684,08082021 90951723,5,False,False,20,21,21,618,Most,4212,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
6,WUP,32,Vinales Isaac,23727,25793,25756,24014,279.0,139290,08082021 91131013,6,False,False,21,21,21,619,Most,4212,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
6,WUP,32,Vinales Isaac,23725,24113,25321,39635,277.6,152794,08082021 91323807,7,True,False,21,21,21,620,Most,4212,Kawasaki,06/11/1993,Orelac Racing VerdNatura,WorldSBK,False,False,I,P
6,WUP,45,Redding Scott,23528,23419,24710,22900,287.2,134557,08082021 90341158,1,False,False,3,2,2,617,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,22674,23205,24551,22933,289.5,133363,08082021 90514521,2,False,False,1,2,2,618,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,22727,23061,24377,22888,288.7,133053,08082021 90647574,3,False,False,1,2,2,619,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,22608,23009,24236,22782,288.7,132635,08082021 90820209,4,False,False,1,2,2,620,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,30215,24938,24707,22987,288.7,142847,08082021 91003056,5,False,False,1,2,2,621,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,22485,23036,24311,22789,289.5,132621,08082021 91135677,6,False,False,1,2,2,622,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,22703,23212,24567,22824,291.8,133306,08082021 91308983,7,False,False,1,2,2,623,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,22654,22963,24193,22830,290.3,132640,08082021 91441623,8,False,False,2,2,2,624,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,45,Redding Scott,22767,24168,24443,22974,289.5,134352,08082021 91615975,9,False,False,2,2,2,625,Most,4212,Ducati,04/01/1993,Aruba.it Racing - Ducati,WorldSBK,False,False,R,P
6,WUP,47,Bassani Axel,23787,23497,24704,23043,286.4,135031,08082021 90342829,1,False,False,5,11,11,645,Most,4212,Ducati,24/07/1999,Motocorsa Racing,WorldSBK,False,False,I,P
